latitude,longitude,GG
27.18892911,84.90302946,0
27.55433329,84.19913063,0
27.17105087,86.00132474,0
27.40834755,85.09163423,0
27.11743291,85.22940471,0
27.41119193,84.78702957,0
27.34739141,85.25364064,0
27.55348222,85.39099307,0
27.1969092,86.32033279,0
27.40709005,85.4971619,0
27.2992057,85.4786204,0
27.14367404,86.02052492,0
27.4274523,85.61552684,0
27.28371794,85.49045628,0
27.32879562,85.16320874,0
27.19299263,85.93124241,0
27.476462,85.09150438,0
27.22105734,84.82145702,0
27.51314769,85.19455428,0
27.53246797,84.2507965,0
27.70873877,84.52370559,0
27.33205704,85.88176455,0
27.78371597,84.7201948,0
27.48848281,85.25979125,0
27.43679254,85.46692595,0
27.70898657,84.70450207,0
27.63988853,85.25809903,0
27.16264232,85.41693255,0
27.66631261,84.94314295,0
27.63943424,85.45247661,0
27.53841102,85.45860883,0
27.57193738,85.42147072,0
27.44625341,85.23244679,0
27.40874915,85.43115139,0
27.71668454,85.16476371,0
27.3724619,85.55888746,0
27.29337692,85.22613558,0
27.39820387,84.31856514,0
27.2358387,85.50771629,0
27.26148883,85.78913245,0
27.4425342,84.52716477,0
27.37638641,84.80958248,0
27.55536307,85.52757432,0
27.74549433,84.48776394,0
27.51156642,84.43891395,0
27.62746591,85.15420721,0
27.59779478,84.43924027,0
27.50505742,85.21417348,0
27.38421885,85.75128283,0
27.75833218,84.80623027,0
27.27768517,84.97991455,0
27.24012821,84.93352206,0
27.52194363,85.17238191,0
27.43454718,85.6040403,0
27.19520377,86.06499992,0
27.17367012,85.96863251,0
27.75930207,84.48756047,0
27.42346492,84.60899815,0
27.22231997,84.85874468,0
27.57721515,85.57844337,0
27.49294998,85.31375836,0
27.41174566,84.48614543,0
27.57907132,85.32478701,0
27.34202954,84.7062824,0
27.43912853,84.779621,0
27.11325115,86.27680259,0
27.40713167,85.74145948,0
27.33634864,84.94132022,0
27.27176507,85.8219876,0
27.2317045,85.25998216,0
27.62054669,84.65103319,0
27.54245237,84.87907188,0
27.41447539,84.64523362,0
27.3993484,85.29563862,0
27.51030564,84.78402809,0
27.15012318,85.98305344,0
27.49843091,84.49101627,0
27.25655839,84.95662584,0
27.40358171,85.37197861,0
27.26344938,84.91042691,0
27.35742197,85.54393936,0
27.33722362,85.66124629,0
27.5889677,84.89894878,0
27.47134403,84.41593638,0
27.42134251,84.72171196,0
27.70213156,84.85369355,0
27.51954407,83.99185602,0
27.36196961,84.76262903,0
27.72720199,84.51488004,0
27.34794377,84.81991546,0
27.6169109,85.01867641,0
27.61617317,85.36916689,0
27.6242807,85.22319019,0
27.27804361,85.32730848,0
27.39307514,85.23140465,0
27.08007698,86.36443554,0
27.34732078,84.8448101,0
27.09864053,86.02233036,0
27.39223798,84.32279863,0
27.36427874,85.35066044,0
27.55188028,84.78910957,0
27.23198036,86.15383937,0
27.22203488,84.78539803,0
27.63334266,85.01714683,0
27.52442718,84.63962921,0
27.6982512,84.57881408,0
27.4631971,85.54511247,0
27.75047417,84.98459966,0
27.53308686,84.20211585,0
27.39703361,84.88884273,0
27.79942446,84.52565194,0
27.3447832,85.74324856,0
27.33692761,85.69466341,0
27.5116517,85.11061067,0
27.45799248,84.93262626,0
27.71122821,84.43561699,0
27.47541005,84.79352323,0
27.79968683,84.6230716,0
27.34381744,85.20986206,0
27.27969395,85.02433466,0
27.81648514,84.56897807,0
27.53006426,84.09270497,0
27.16409404,85.41344523,0
27.07434176,86.14003002,0
27.29208765,84.86614355,0
27.37202376,84.84368456,0
27.37590785,84.53640846,0
27.33089556,85.40514383,0
27.71276177,84.59948784,0
27.03051391,86.22687453,0
27.37341322,85.61697754,0
27.38129801,84.32491718,0
27.3386174,85.61124868,0
27.3360835,84.69753496,0
27.49348783,84.42196344,0
27.3840713,84.58009144,0
27.3158695,84.9761336,0
27.43648903,84.68341963,0
27.66518414,85.00814187,0
27.61898909,84.70025592,0
27.66448494,84.8006789,0
27.08146535,86.0980915,0
27.22911561,85.30159743,0
27.47225189,84.5630549,0
27.52794381,84.24194735,0
27.46026927,84.24535076,0
27.13506174,85.26214213,0
27.29814226,85.64993775,0
27.22215625,85.98705249,0
27.44503304,84.68909886,0
27.6148963,85.13785412,0
27.31212661,84.7928258,0
27.32153751,85.3440425,0
27.46199469,85.28419703,0
27.31884773,84.75301743,0
27.34974732,84.94157601,0
27.43435777,84.85337928,0
27.68922481,84.81894792,0
27.2617722,84.73699822,0
27.0762545,86.08133466,0
27.13377473,86.17780398,0
27.47830361,85.19920485,0
27.07282739,86.07212417,0
27.33189576,85.64384196,0
27.43019708,85.35888109,0
27.31707275,85.21911469,0
27.37921584,85.44757679,0
27.68107756,84.77112781,0
27.75039386,84.61202446,0
27.43712775,85.03456396,0
27.35968621,85.707752,0
27.51370363,84.36374889,0
27.59075738,85.04163481,0
27.55147717,85.04452175,0
27.41592371,84.40073052,0
27.25310733,84.91630651,0
27.28567779,85.16764818,0
27.53654677,85.18855845,0
27.31992318,84.95656166,0
27.8084921,84.45875534,0
27.57467378,84.76004039,0
27.55405069,85.60279244,0
27.05024352,86.45225796,0
27.54509334,85.34645977,0
27.49746865,84.58803041,0
27.48942128,85.59103772,0
27.21223539,85.40170518,0
27.7170343,85.07988394,0
27.80883781,84.53391963,0
27.50080702,84.34355644,0
27.50561113,84.87882776,0
27.22534487,86.04907942,0
27.51515612,84.83828932,0
27.48523078,85.5220474,0
27.56231564,85.57324476,0
27.46896841,85.58563147,0
27.5509897,85.45757303,0
27.37578563,84.82702164,0
27.49547976,84.35573901,0
27.26667932,85.45347928,0
27.40652713,84.34113263,0
27.10752841,85.97798214,0
27.58238572,84.90647438,0
27.49014875,84.65681194,0
27.72260792,85.00471223,0
27.38302121,84.64874731,0
27.40494729,84.84236264,0
27.19958519,84.98156209,0
27.25676141,85.82458787,0
27.68085194,84.58949015,0
27.67331524,84.72146021,0
27.53228077,84.89105751,0
27.47106728,84.98687002,0
27.73575352,84.68934965,0
27.6681328,84.96721369,0
27.73813663,85.26393712,0
27.66499585,84.90396344,0
27.39009068,84.75485754,0
27.21034394,85.38988245,0
27.26372486,85.30838146,0
27.60669975,85.11917932,0
27.30719759,84.71791265,0
27.26668645,85.73640278,0
27.4054491,84.80886121,0
27.50957797,84.8527536,0
27.50710718,84.24596993,0
27.77077679,85.24004864,0
27.54311615,84.8901109,0
27.44954529,85.15358298,0
27.54228667,84.39382355,0
27.77997462,84.71144161,0
27.19429457,84.89737592,0
27.47391482,85.09643008,0
27.36404039,85.67066081,0
27.56169456,85.25011328,0
27.10760377,86.28850225,0
27.26168458,85.12871012,0
27.55929328,85.27997285,0
27.49801645,84.35403702,0
27.34402358,85.25772196,0
27.50556724,85.41067289,0
27.38567198,84.52520465,0
27.83639431,84.63233355,0
27.17257322,85.91569645,0
27.19175387,85.00432961,0
27.27078638,84.83125085,0
27.65826505,84.7317841,0
27.64101006,84.84448094,0
27.75483078,84.66377716,0
27.50324418,84.90179258,0
27.31519171,85.14467203,0
27.27663064,84.80104242,0
27.68336508,85.0381248,0
27.29831487,85.06985519,0
27.39660612,84.64581731,0
27.4494932,84.67136784,0
27.79222937,84.54658192,0
27.27502172,85.76045803,0
27.60398849,85.17653379,0
27.66052499,84.83317346,0
27.74359114,84.84997583,0
27.17930755,85.43376333,0
27.82213712,84.65832859,0
27.40007608,84.40998424,0
27.58142093,85.34914521,0
27.47670395,85.64732048,0
27.7423611,84.57651627,0
27.80201006,84.85741667,0
27.68301796,84.7208421,0
27.25047922,84.82624238,0
27.08219084,86.41085794,0
27.65971312,85.10560459,0
27.25276804,84.78891641,0
27.62716514,84.43508258,0
27.21975287,86.10802027,0
27.1519286,86.08875587,0
27.53924319,84.68262023,0
27.67560184,85.09806478,0
27.50744991,84.47654194,0
27.34761669,85.47015226,0
27.71693762,84.48023947,0
27.69938565,84.97760987,0
27.00612665,86.28086132,0
27.22938382,84.74179072,0
27.09628043,86.06314918,0
27.28488311,85.74749617,0
27.51218436,85.41764323,0
27.28253413,84.70086049,0
27.30090667,85.66874098,0
27.34738108,84.88630562,0
27.40389445,84.29271078,0
27.44378504,84.63488255,0
27.64449161,85.22905873,0
27.38908357,84.36067412,0
27.53315765,85.18986567,0
26.95977045,86.42081504,0
27.24296793,84.76548862,0
27.40695572,84.75395287,0
27.52618499,84.39478514,0
27.12436341,86.26051758,0
27.20895452,86.19589826,0
27.22858869,85.39225745,0
27.73467088,84.46725002,0
27.39432535,84.90904474,0
27.43749049,85.22849993,0
27.05649046,86.40617747,0
27.47429058,84.87738398,0
27.68383199,84.97572156,0
27.47215957,84.91739211,0
27.60306483,84.41474357,0
27.53569076,83.93257497,0
27.38182588,85.51216814,0
27.57558428,84.87497152,0
27.54934978,85.09556491,0
27.42106269,84.57333069,0
27.34604746,85.20375969,0
27.57387411,84.84651073,0
27.75478127,85.0292758,0
27.59629929,85.07158517,0
27.47836899,83.98471509,0
27.50150902,84.42159335,0
27.49540761,84.99780169,0
27.66290899,85.08776943,0
27.19076498,86.16311534,0
27.54013419,84.05709455,0
27.59615664,85.12551682,0
27.81580757,84.63291758,0
27.26444448,85.44961914,0
27.61274256,84.89942013,0
28.36484549,82.81140095,0
28.26128735,82.88849339,0
28.24537967,82.92910225,0
28.31265011,83.11679781,0
28.1991872,83.19285739,0
28.36527046,82.83184835,0
28.28754431,82.97677182,0
28.25898355,82.95329363,0
28.41715222,82.85278596,0
28.35324857,82.99124879,0
28.37055497,82.91689309,0
28.31304983,82.97204666,0
28.33471442,82.96479151,0
28.35550012,82.92930615,0
28.32468181,82.86084689,0
28.2989506,83.1329679,0
28.23264756,82.95838645,0
28.39895995,82.9410735,0
28.37362709,82.80696913,0
28.231298,83.06492095,0
28.4236852,82.86983947,0
28.15155325,82.93162979,0
28.45665336,82.92505901,0
28.24992344,82.90120483,0
28.32309222,83.05544619,0
28.34252653,82.98421906,0
28.44931183,82.90446975,0
28.26272668,83.09978487,0
27.52271779,87.9254743,0
27.20682525,87.81967001,0
26.84589364,87.45614441,0
27.3402368,87.71965694,0
27.28542573,87.5894947,0
27.38889047,86.43191126,0
27.52892456,87.91062056,0
27.02200914,87.01547457,0
27.5385281,87.78351486,0
26.67171001,87.56273976,0
27.85509408,86.25616223,0
27.82973431,86.09972793,0
27.44918158,87.43327834,0
27.5479119,86.00857557,0
27.43352464,86.70737854,0
27.88974436,86.30976262,0
27.66997615,85.8758397,0
27.4987452,86.24040902,0
26.85089469,87.28083843,0
26.92279085,87.48544032,0
26.93959432,87.79991115,0
27.59536485,86.17042423,0
26.82847257,87.37680846,0
26.99458341,87.87257371,0
27.07146465,87.37823807,0
27.29444134,87.53236407,0
27.31979326,86.88255357,0
27.84863605,85.96301143,0
27.59280105,86.30791681,0
26.99358282,87.61549855,0
27.3584742,87.06093404,0
27.57309327,87.67831059,0
27.16580928,87.96235582,0
27.74452166,86.17880311,0
27.50639051,86.22564032,0
28.01673009,85.79620451,0
27.53347518,86.48037606,0
27.32546673,87.5327978,0
27.45876067,86.19610485,0
27.85255624,85.16154286,0
27.72033989,85.9619775,0
26.97966762,87.8468087,0
26.87188602,87.30142032,0
27.17520409,87.98992498,0
27.85492898,85.81262713,0
27.52933238,86.5518405,0
27.49338427,87.49129444,0
27.50309371,86.98975425,0
28.07106513,85.27298753,0
27.25584019,87.35073208,0
26.91130291,87.62315462,0
27.42140493,87.47504405,0
27.37057553,86.73373164,0
27.02079571,87.14418048,0
27.85198806,85.14129971,0
27.3394223,87.39335435,0
27.08363536,87.03392897,0
27.38172178,87.22832562,0
27.55162471,86.7020494,0
27.70814787,86.28162403,0
27.32568687,86.79372721,0
26.96084314,87.66086959,0
27.9917779,85.56872635,0
27.60459003,87.03712053,0
27.93283455,85.8333414,0
27.29720416,87.09435878,0
27.81547014,85.78036623,0
27.24362252,87.74325372,0
27.46642141,85.9619344,0
27.50766473,87.18491679,0
27.23752578,87.32452581,0
27.28343644,86.84092922,0
27.46847173,86.48227255,0
27.41144248,86.33477247,0
27.4871915,86.47592928,0
27.50510636,87.88248078,0
27.2118395,87.31201594,0
27.64384369,85.93933452,0
27.85779255,85.92872337,0
27.10869786,87.36567064,0
27.898077,86.28891304,0
27.33962539,87.90079425,0
27.52474187,87.02588378,0
26.91373023,87.58626458,0
27.44650085,87.62580115,0
26.93926088,87.38939556,0
27.8638327,85.22596969,0
27.08943259,87.76922653,0
28.04855462,85.3087453,0
27.96896576,85.61155424,0
27.17936717,87.08488308,0
27.8483014,85.30530807,0
27.09595096,86.81482864,0
27.26337828,87.66847626,0
27.67765718,86.09637994,0
27.62907512,86.66296259,0
27.29352649,87.85063949,0
27.5494234,85.98223515,0
27.40426643,86.43754478,0
26.68798682,87.56245554,0
27.39692513,87.67867434,0
27.15849179,87.20778967,0
27.84108636,85.47961469,0
27.1036628,86.959339,0
27.42837305,87.92586468,0
27.65680266,87.30628559,0
27.63876295,87.29084679,0
27.47745683,86.53324481,0
27.26053681,87.64631665,0
27.08343399,86.72873719,0
27.47289142,86.83906203,0
26.89162102,87.20341617,0
27.6172583,86.00929773,0
26.93754576,87.64507646,0
27.77278388,87.27032255,0
27.59220037,87.28058163,0
26.99379001,86.88898523,0
27.6265228,87.27396205,0
27.36758606,87.9832704,0
26.83985299,87.17115059,0
27.46141104,87.97640717,0
27.23938275,87.46896196,0
27.44885017,87.70930217,0
27.82421108,86.14185282,0
26.76063078,87.22449254,0
27.29665901,87.14580098,0
27.34209669,86.96560132,0
27.41951999,87.31294678,0
27.24786015,87.56195567,0
27.56870136,87.28169592,0
26.9041074,87.42375603,0
27.68486171,86.22605342,0
27.50732419,87.03185716,0
27.72678738,87.34190214,0
27.35465432,87.37348066,0
27.48081675,87.98859044,0
26.9333632,86.81914223,0
27.41408043,86.55761147,0
26.85072394,87.96640706,0
27.81664237,87.44655447,0
26.67989232,87.93075156,0
26.90901768,87.5204286,0
27.95504142,85.88128429,0
27.6251714,86.52167631,0
27.65698051,85.75087754,0
27.36480788,86.97820735,0
26.92609605,87.08912462,0
27.06818509,87.05650638,0
27.68845841,86.12113666,0
27.51472281,86.87907782,0
27.17052013,86.51983043,0
27.58977004,87.67060508,0
27.70754767,87.29427079,0
27.61621511,87.80930457,0
27.3688253,86.56337874,0
26.9884646,87.88697833,0
27.39922017,87.3642279,0
27.809287,85.12667114,0
27.96990017,85.49662602,0
27.71579428,85.80980257,0
26.8096553,87.44013927,0
27.37549584,86.31904951,0
27.08458678,86.95089967,0
27.82031771,85.94911192,0
27.44769799,87.38532743,0
27.51681071,86.35418302,0
26.85531637,87.50572977,0
27.01049395,87.27088848,0
27.59692672,86.19042627,0
27.29977423,87.76984932,0
27.65355788,86.65768048,0
27.12955849,87.89690283,0
27.39884187,87.60011811,0
27.52295215,87.88097971,0
27.21233798,87.87331147,0
27.89964131,85.82509322,0
27.89568934,86.28679674,0
27.44207273,87.5589045,0
27.98920532,85.49806248,0
27.22574267,87.97878406,0
27.5372034,87.83096377,0
27.73939952,86.30534392,0
27.10852451,87.88027144,0
27.19332575,86.71314142,0
26.924858,87.9328324,0
27.59208094,87.64331106,0
26.92173625,87.33488026,0
27.00012244,87.2373001,0
26.76170393,87.4652514,0
27.22077651,87.18273614,0
27.59411985,85.95660682,0
27.64188112,85.8730255,0
27.01677759,87.65407696,0
26.92465723,87.53027575,0
27.27152153,87.80760021,0
27.6457587,85.79697587,0
27.65826426,86.67448674,0
27.06908908,86.96957378,0
27.21806206,87.13088022,0
27.45164895,87.75067696,0
27.25061467,87.19775436,0
27.24252926,86.70623312,0
27.7608977,85.41581473,0
27.2276852,86.71255868,0
27.50566614,87.10613714,0
26.771822,87.5643572,0
27.19365054,87.09527255,0
27.3264407,86.48473773,0
27.20182803,87.12007419,0
27.49831481,85.95032937,0
27.51620023,86.04010556,0
26.97165884,86.96146344,0
27.65331415,86.12013572,0
27.36013148,87.83948854,0
28.03288343,85.23344662,0
27.20378578,87.60313595,0
27.3969565,87.69137332,0
27.22313598,87.20827916,0
27.02189111,87.11016755,0
27.25675163,87.77443793,0
27.2498648,87.86903724,0
27.80938898,85.75525143,0
27.33721971,87.44248206,0
27.62868842,85.80027713,0
27.55429236,86.78579448,0
26.85521811,87.91511548,0
27.63618453,86.16674034,0
27.60269782,86.23014649,0
28.10412421,85.35030774,0
27.70454055,87.39692932,0
27.38686222,87.72094283,0
26.93399037,87.52215734,0
27.25863515,87.55887438,0
27.85804375,85.68126169,0
27.37770162,86.32818261,0
27.51494973,86.52236085,0
27.24679388,87.13907852,0
27.84460899,86.05711414,0
27.03419604,86.77367197,0
27.04001558,87.7660836,0
27.57488255,87.59116792,0
26.80963488,87.90837865,0
27.39919745,86.69542708,0
27.05577079,87.11442407,0
27.55108558,87.32022606,0
27.5042177,87.38379876,0
27.23198216,86.92356194,0
27.80879004,85.23133464,0
27.56777676,86.26573251,0
27.85149368,85.21701952,0
26.83906792,87.38837987,0
27.32778359,87.67770896,0
27.85267256,85.75466897,0
27.16653274,87.08016551,0
27.70333305,87.73988258,0
26.79710254,87.41537773,0
27.34409796,87.98738704,0
27.46741486,87.85205532,0
26.90480374,86.83319334,0
26.703099,87.91004063,0
27.78137379,85.54371836,0
27.57994196,87.16944084,0
27.38076658,86.41316066,0
26.87644603,87.20576444,0
27.75072041,86.26219727,0
27.57706545,86.15586647,0
27.25175869,87.05401782,0
27.52924388,86.91528414,0
27.40076758,86.72786736,0
27.46118454,86.7912793,0
26.96010363,87.14383145,0
27.39204064,87.48326529,0
27.65983919,87.30629313,0
27.54703929,87.18983294,0
28.03650607,85.55497025,0
27.37128226,86.71466075,0
27.12986719,87.156049,0
27.21708101,87.62896344,0
27.33578984,86.79843139,0
27.69479055,86.00681124,0
27.80273555,86.07867818,0
26.85635725,87.35222651,0
27.57272607,87.39586567,0
27.8536885,86.27881373,0
27.53224333,87.54179146,0
27.21211797,86.63841116,0
27.30014478,87.01546968,0
27.62644245,86.53751141,0
27.83894871,85.46660966,0
27.21694718,87.18787244,0
27.83395006,85.44427463,0
27.35099382,86.88702337,0
27.56403206,86.44149099,0
27.46759634,86.93161875,0
27.84341618,85.97377355,0
27.66691548,86.6754933,0
27.78203155,85.42740595,0
27.76618826,86.32327217,0
27.19654586,87.11074079,0
27.41063882,87.79920411,0
26.7236265,87.88149688,0
27.06213095,87.84891762,0
27.46511295,87.13813616,0
27.78943996,85.85347597,0
27.3104028,87.94676105,0
27.63571922,86.08974389,0
27.383872,86.35811485,0
27.85252298,85.63280713,0
27.46012743,87.8780883,0
27.61679567,85.72934641,0
26.89667633,87.36136633,0
27.65798277,87.13438098,0
27.65807199,86.15697293,0
27.70792317,85.94505349,0
26.94905968,87.91192848,0
27.43913082,87.34802754,0
27.7997753,86.04027972,0
27.32105587,87.91103122,0
27.36281245,87.60702725,0
27.31031597,87.11935605,0
27.6557144,85.78598441,0
27.89997527,86.28361311,0
27.61836596,86.68472964,0
27.79984982,86.0333252,0
27.6193279,87.18148271,0
27.43293523,87.23977541,0
27.60211395,87.1181192,0
27.47770068,87.82861622,0
27.57572398,86.07337179,0
27.58878098,87.11524423,0
27.59544969,86.51533956,0
27.17799085,87.87238094,0
27.1485755,86.80572828,0
27.52102056,86.49385047,0
27.48966857,87.52468288,0
27.84842143,86.26568511,0
27.22561425,87.62489239,0
27.49833523,86.24753492,0
27.39268328,87.51620744,0
27.93276987,85.55086056,0
27.22939132,86.90024405,0
27.72365864,85.9687202,0
27.37036865,87.79195274,0
27.45447747,87.362543,0
27.91889522,85.85276516,0
27.78510126,86.08860291,0
27.31843217,87.91239447,0
27.03238305,87.38447604,0
27.90627349,85.50550525,0
26.78027274,87.58685489,0
27.09214645,86.86535586,0
27.36013052,87.53636106,0
27.11302893,87.73457399,0
27.69757848,87.04717917,0
27.68727523,85.97236214,0
27.36011793,87.09756408,0
27.81921436,85.34726268,0
27.39698893,86.96944096,0
26.88602708,87.50166025,0
28.04238855,85.22269276,0
27.93983161,85.58668769,0
27.17372253,87.07275332,0
27.56712009,86.73723274,0
27.46232787,86.13990733,0
27.24422296,86.95268184,0
27.82713067,85.21630938,0
27.85096725,86.24282909,0
27.10743874,87.78595123,0
26.83810079,87.76888043,0
27.41490848,87.1225357,0
27.07116783,87.88868842,0
27.26431653,87.85666506,0
27.70947989,85.70357866,0
27.87162438,85.70349435,0
26.82918083,87.47908669,0
27.6837748,85.54315848,0
27.71613189,87.29563014,0
28.00925232,85.37070414,0
27.40119963,87.82795475,0
27.71290661,85.82229608,0
26.89022663,87.62454629,0
27.62935386,87.83781337,0
27.83118974,85.9618452,0
27.66561413,86.31432217,0
27.60937375,86.59283124,0
27.60281932,86.53155577,0
27.14837897,86.90177626,0
27.8230568,85.85095373,0
27.05000137,87.36549474,0
27.47007589,87.48530798,0
27.2736484,87.14704518,0
27.72774308,86.37821843,0
27.7980936,87.27561218,0
27.47332355,87.57032873,0
27.52928094,86.01721181,0
27.47310028,85.89069474,0
27.90854506,85.60949863,0
27.15347984,86.78452501,0
27.65556387,87.37907931,0
27.61893905,86.17619366,0
27.30374225,87.51422416,0
26.76020409,87.49120895,0
27.17977688,86.85273876,0
27.3126952,86.30497885,0
26.88459929,87.66007567,0
27.28128244,87.86188795,0
27.4624291,86.18519083,0
26.83712952,87.86468704,0
27.54968439,87.59897699,0
27.38306407,86.90570068,0
27.92369344,85.70399241,0
27.88952001,85.63623216,0
26.78435124,87.6762247,0
27.85007375,86.2801475,0
26.76756388,87.92285454,0
27.47026483,87.99361975,0
27.12208809,87.33044188,0
27.62905662,87.67583453,0
27.31413559,87.89158713,0
27.44678558,87.49846809,0
26.91492301,86.76412743,0
27.56942955,87.37952318,0
27.36437359,87.05301072,0
27.59434854,86.87150637,0
