longitude,latitude,forest_loss_prediction
82.1953,28.3157,0
82.8076,27.8389,0
81.2042,28.7409,0
82.1052,28.0666,0
81.8761,28.1526,0
80.3713,28.9938,1
81.5608,28.2417,0
81.2901,28.6138,0
81.9132,28.158,0
81.4006,28.4325,0
81.5422,28.316,0
82.7565,27.8699,0
83.61,27.6807,0
83.6009,28.4547,1
82.7183,27.6855,0
84.4761,27.5546,1
82.0949,28.4944,0
81.917,28.0977,0
86.5552,26.9125,1
82.8571,27.7452,0
82.1603,28.5429,1
80.6769,28.8452,1
81.4904,28.3249,0
81.4474,28.6096,0
84.2087,27.5417,1
80.5324,29.0454,1
81.3573,28.7859,0
84.7652,27.3426,0
83.9914,27.6,1
81.5105,28.6906,1
81.9428,28.1415,0
81.307,28.6794,0
81.9292,28.1346,0
81.8059,28.0322,1
81.8231,28.3696,0
81.5155,28.4968,0
81.5563,28.3228,0
80.6422,29.4015,0
81.4835,28.6978,0
84.4762,27.5614,0
80.4033,28.7867,0
86.8191,26.681,0
81.3597,28.5017,0
82.4284,27.8105,0
82.6133,27.7151,1
80.3859,29.0169,0
80.7375,28.9827,1
82.8177,28.093,0
80.3815,28.993,0
81.8175,28.2281,1
85.8338,27.0207,0
84.9332,27.2488,0
82.4804,27.7904,0
81.3177,28.5712,0
80.75,29.3356,1
82.4951,27.8096,0
82.7636,27.7208,0
80.8535,28.8578,0
80.4299,28.7168,0
84.3866,27.5542,0
80.1897,28.8245,0
80.8202,29.3236,1
80.1855,28.8431,1
81.8998,28.2058,0
82.3256,27.9586,0
80.4957,28.961,1
80.2059,28.8648,0
80.39,29.0963,1
81.208,28.9848,0
84.8079,27.2604,0
82.6739,27.7331,0
84.398,27.548,0
82.4191,27.8104,1
80.3921,28.8483,0
80.4091,29.0176,1
87.1994,27.2206,0
80.4147,29.0162,0
81.6972,28.284,0
80.4739,28.9942,0
85.9378,27.1285,0
82.1117,28.0243,0
81.9872,28.0709,1
84.0822,27.5128,0
81.9027,28.1332,0
81.5264,28.6736,0
80.4242,29.0971,0
82.5843,27.7616,1
81.6767,28.3267,0
81.8063,28.6528,1
80.4602,28.7728,1
81.897,28.129,0
81.4943,28.3168,0
82.7702,27.9084,0
82.5591,28.0058,1
84.7979,27.3419,1
82.2291,27.994,0
80.7429,29.0688,0
81.9511,28.2168,1
82.1757,27.9302,0
81.4797,28.6322,0
82.0738,28.361,1
84.9652,27.2199,0
86.7411,26.6981,0
80.6047,29.0809,1
80.4975,29.1484,0
80.5955,28.9507,0
81.5507,28.2403,0
80.9581,28.5153,1
81.409,28.4598,0
81.7027,28.3127,0
80.3879,29.1089,0
82.7464,27.8977,0
85.5723,27.304,1
81.3454,28.5151,0
82.8571,27.7452,0
80.8912,28.6142,0
84.0478,27.5303,1
80.8988,29.1471,1
80.4484,28.7469,0
84.6638,27.5374,1
80.4398,29.1085,1
81.472,28.7297,0
81.8144,28.1889,0
82.9444,27.6577,1
81.5861,28.4564,0
81.9297,27.9811,1
81.437,28.2395,0
80.6207,29.0756,0
81.4401,28.5078,0
82.0919,28.4721,0
80.9909,28.93,0
81.524,28.3679,0
82.1808,27.9215,0
81.9667,28.2635,0
80.9968,28.8918,1
87.2643,26.7762,0
81.6805,28.3849,0
80.8831,28.5489,1
81.2786,28.5924,0
81.6674,28.3171,1
82.8076,27.8389,0
81.9682,28.1853,1
84.7039,27.8323,0
85.2663,27.177,1
81.3091,28.5415,1
80.6294,29.1371,0
83.0885,27.7223,0
80.1411,28.8967,0
81.8651,28.1822,0
82.0001,28.0724,0
82.2909,27.8419,0
84.4465,27.5559,0
86.6819,26.7478,0
84.83,27.3112,0
81.6337,28.3715,0
82.2955,28.2973,0
80.7284,28.9995,0
80.3384,29.2278,1
84.8964,27.3509,0
86.9684,26.769,1
80.4495,29.1902,0
80.637,28.8982,0
80.6318,29.125,0
82.9516,27.7432,0
81.7006,28.4784,1
82.7511,27.7761,1
81.6767,28.3267,0
82.2032,28.6094,0
81.9763,28.2934,0
81.313,28.5971,0
80.6432,29.116,0
84.7858,27.2696,1
81.3609,28.3796,1
82.8155,28.101,0
85.1279,27.9166,0
81.838,28.2825,1
81.4133,28.5496,0
81.2986,28.7415,1
82.2618,28.2596,0
82.734,27.6943,0
84.156,27.7409,1
82.515,27.9437,0
81.9171,28.1246,0
82.2047,28.305,1
80.6475,28.6865,1
81.5815,28.3488,0
81.0155,28.789,0
80.7155,28.6562,0
85.0751,27.2504,1
80.4198,29.2711,0
81.2226,28.8319,0
81.5203,28.4939,0
81.3609,28.3796,0
82.0683,28.1876,1
80.7796,29.3127,0
80.2929,29.1042,0
84.7884,27.2836,1
80.417,29.0172,0
80.4529,29.1976,0
82.0115,28.3809,0
80.4541,29.3102,0
81.6734,28.4847,0
82.1727,27.9179,1
82.0207,28.2023,0
82.3608,27.7834,0
81.5242,28.469,1
82.8296,27.8102,0
82.2759,28.7315,0
81.4487,28.375,1
81.7956,28.4991,0
83.0943,27.721,0
80.4406,28.8021,0
81.586,29.3264,0
82.1701,27.8923,0
81.0095,28.8716,1
80.8271,28.9512,1
80.5138,29.0324,0
81.7616,28.2905,1
84.7114,27.5225,1
81.5245,28.5367,0
82.2759,28.7315,0
81.928,28.165,0
83.6639,28.5189,1
83.0217,27.6208,1
80.1499,28.8725,0
85.8434,27.0159,1
81.3266,29.1925,0
82.8736,27.7479,1
82.0024,28.0851,0
81.8269,28.4011,0
82.9132,27.9179,0
80.8465,29.3843,0
85.3082,27.1736,1
83.1187,27.8468,0
80.9851,28.9029,1
81.8555,28.1618,0
81.6524,28.588,0
81.2735,28.5284,0
80.6111,28.9498,1
80.58,28.8579,0
83.1832,27.7382,1
80.6915,29.0498,0
85.7126,27.6137,1
81.5457,28.4087,0
81.5093,28.2914,1
82.3608,27.7834,0
81.5644,28.4746,1
82.1201,28.324,0
80.6389,29.4298,0
82.2076,28.0105,0
80.5591,28.9076,1
84.9801,27.1722,0
81.7032,28.4687,1
82.4294,27.8118,0
80.8163,28.94,1
85.078,27.2297,0
84.893,27.2998,0
81.076,28.4376,0
84.1375,27.5339,0
81.7261,28.2422,0
81.5109,28.3981,0
80.3781,29.0132,0
85.9286,27.047,0
80.513,28.9597,0
84.0058,27.5222,0
80.4489,28.8083,1
81.6814,28.3088,1
80.9826,28.8872,0
82.8571,27.7767,0
81.5412,28.3892,0
81.7212,28.2968,1
82.277,27.8586,1
81.3584,28.4627,0
85.9286,27.047,1
82.9847,28.0756,0
81.4238,28.4716,0
81.7688,28.2637,0
81.4404,28.3927,0
81.8178,28.3594,0
81.1632,28.8671,1
87.1608,27.2716,1
81.6663,28.3251,0
80.3105,28.7768,1
82.4336,27.9259,0
80.8331,28.9637,1
84.3138,28.166,0
83.0217,27.6208,0
81.9386,28.1341,0
80.2513,29.0111,0
82.1164,28.0428,0
81.3584,28.4627,1
82.7322,27.8988,0
84.893,27.2998,1
81.5019,28.4362,1
81.463,28.7339,0
83.8238,27.6136,0
84.7979,27.3419,0
80.7134,28.6455,0
81.3438,28.46,0
81.6674,28.3171,0
82.8575,27.941,0
80.4089,29.1087,1
83.5259,27.6504,0
80.4038,29.2107,0
84.5459,27.4136,0
80.8286,28.941,0
80.4002,29.0597,0
85.3033,27.1195,1
81.1771,29.1101,0
80.6213,28.9484,1
81.5457,28.4569,0
81.7742,28.4321,0
80.7847,29.3163,0
87.4803,26.6693,0
81.4552,28.3719,0
81.4877,28.6948,0
87.6906,26.7129,1
81.2466,28.8533,1
82.1838,27.9319,0
81.9387,28.1066,0
80.2019,28.805,0
83.5149,27.649,0
80.752,29.0034,0
80.1753,28.8417,0
84.1528,27.737,1
81.4551,28.8803,0
84.4993,27.5307,0
81.5342,28.4704,1
82.4722,27.8074,0
81.5969,28.3175,0
81.2165,29.1347,0
80.4315,28.7261,0
83.9997,27.5275,0
84.4567,27.5302,0
81.0718,28.8909,0
81.3453,28.4755,0
81.3206,28.5529,1
82.2061,28.3141,0
83.5452,27.6498,0
82.7963,27.8906,0
82.1201,28.324,1
81.7944,28.2364,1
80.4717,28.7142,0
81.9702,28.3008,0
80.5576,28.891,0
81.6414,28.367,1
80.4373,28.769,1
81.1269,29.1414,0
81.5432,28.3801,0
84.3866,27.5542,0
81.4337,28.3782,0
81.4395,28.5299,0
81.579,28.3709,0
80.7707,28.9539,0
81.928,28.165,1
84.6187,28.1235,0
81.2786,28.5924,0
81.969,28.1288,0
81.4957,28.3495,1
81.9286,28.1154,0
85.1606,27.5204,0
81.4449,28.8864,1
80.4663,28.7425,0
82.2139,27.9537,0
86.794,26.6554,0
80.3133,29.1054,1
81.8876,28.1196,0
81.5325,28.4793,0
81.6696,28.3343,0
82.9167,27.9281,1
84.9801,27.1722,0
81.736,28.4203,0
83.0409,27.9792,0
81.3373,28.8892,0
81.4894,28.4628,0
80.353,29.12,0
86.7787,26.7348,0
80.5315,29.1372,1
80.8711,29.0039,0
80.6207,29.0756,0
81.2858,28.5609,0
86.0324,27.0151,0
84.7027,27.2992,0
81.3177,28.5712,1
81.8138,28.3304,1
81.5568,28.5941,1
80.2114,28.8979,0
82.0303,28.566,0
80.1753,28.8417,1
80.5534,28.9417,0
82.5343,29.0714,0
83.9099,27.51,1
81.8159,28.2474,0
80.637,28.8982,0
80.8628,28.8503,0
85.019,27.1566,1
82.3381,27.8114,1
84.7323,27.2346,0
84.5042,27.5312,0
81.4669,28.7588,1
81.4521,28.626,0
82.9847,28.0756,0
81.4038,28.4409,1
82.3985,27.937,0
84.8239,27.3312,0
81.4669,28.4721,1
81.588,28.446,0
82.1626,27.9038,0
82.5324,27.9349,0
81.0503,28.9402,0
80.7009,28.6729,1
81.6219,28.3839,1
80.1807,28.9207,1
82.0866,28.1943,1
85.0247,27.1728,0
81.4215,28.2039,1
80.7284,28.9995,0
82.0562,28.4289,1
81.411,28.9643,0
84.4828,27.5056,0
84.4658,27.5948,0
81.4962,28.4709,0
80.4819,29.1969,1
80.4035,29.0168,1
84.8847,27.3149,0
81.6665,28.533,1
81.83,28.1467,1
82.0454,28.5648,0
82.0926,28.1591,1
82.5749,27.8957,0
86.0278,27.0469,0
82.2829,28.3799,0
85.2926,27.1293,0
82.1551,28.5305,1
84.9442,27.2603,0
80.829,28.6253,1
80.9954,29.02,0
83.0943,27.721,0
80.2857,29.1058,0
85.0268,27.8535,0
84.3992,27.552,0
81.7009,28.3391,0
82.1835,28.7033,0
80.3053,28.7991,0
80.5188,28.9436,1
83.1836,28.0217,0
81.8422,28.1582,0
81.6734,28.4847,0
86.7931,26.7477,0
80.1938,28.8966,0
84.0018,27.6013,0
81.3548,28.4782,1
80.3609,29.017,0
81.2096,28.9985,1
86.4533,27.2634,0
83.9858,27.5251,0
80.4282,29.1105,1
80.5534,28.9417,1
81.5054,28.4074,0
80.6301,29.1238,1
82.1838,27.9319,0
80.4472,28.9951,0
81.4747,28.3953,0
82.7325,28.0705,0
82.879,28.0589,1
80.3711,29.1097,0
80.4089,29.1087,1
84.6791,28.0392,1
82.3161,28.322,0
81.3906,28.4143,1
81.6422,28.418,0
81.3453,28.4755,0
80.4648,28.7527,1
80.4491,28.7627,0
80.5371,29.1754,1
81.1656,28.8052,0
82.1076,28.506,0
81.8903,28.1697,0
85.9112,27.0959,0
81.7215,28.3201,0
81.3263,28.566,1
82.5881,28.7058,1
81.4617,28.6163,1
81.5153,28.4662,0
81.6597,28.3767,0
81.4983,28.6321,1
82.5325,27.9624,0
81.5728,28.3373,1
80.5295,28.9427,0
81.5761,28.4446,1
80.3874,29.161,0
81.8986,28.5322,0
81.9438,28.2669,0
83.1836,28.0217,0
82.0479,28.0569,0
81.509,28.6605,0
86.6829,27.3602,0
81.9987,28.0581,1
81.8365,28.1403,0
80.8465,29.3083,0
81.5761,28.4446,0
80.5348,29.46,0
82.1544,28.3458,1
81.4552,28.3719,0
81.4747,28.3953,0
81.8945,28.526,1
81.8059,28.0322,0
80.3686,29.1153,0
86.4085,26.9253,0
81.4562,28.89,1
85.284,27.1881,0
82.0479,28.0569,0
82.1354,28.3511,0
81.4917,28.4168,1
81.474,28.3685,0
81.5243,28.4657,1
86.0288,27.0309,1
85.3129,27.1468,0
81.2819,28.5682,0
81.8638,28.36,1
85.3135,27.1176,1
82.5749,27.8957,1
80.3901,29.0967,0
82.857,27.9246,0
81.3987,28.5183,1
81.3,28.6396,1
85.9112,27.0959,1
80.711,28.6744,0
80.8525,28.7895,0
85.2826,27.1647,1
80.6819,29.0666,0
80.3413,28.804,1
81.9292,28.1346,1
86.7411,26.6981,0
82.5021,27.9005,0
81.38,28.6324,1
82.1688,28.5842,0
81.8066,28.2378,0
81.1632,28.8671,0
84.2221,27.5411,0
81.3206,28.5529,1
80.1737,28.8507,0
80.9692,28.9848,0
82.0224,28.1929,0
81.3437,28.5566,0
81.6905,28.3963,0
80.321,28.838,0
81.9213,28.333,0
81.3023,28.707,0
81.4769,28.4855,0
82.0949,28.4944,0
81.9327,28.2651,1
81.1202,28.8546,0
81.2884,28.5502,1
80.2886,29.0216,0
84.8318,27.3403,0
82.4946,27.9434,1
85.1878,27.7838,0
81.3597,28.5017,1
83.9193,27.5739,0
82.5432,27.9641,0
81.7666,28.5113,0
81.1959,28.6641,0
82.7226,27.8768,0
82.252,28.6625,0
81.7125,28.2751,0
80.9705,28.9756,1
80.2659,29.0254,0
81.9605,27.9926,0
81.7788,28.435,0
87.1734,27.1658,1
80.2659,29.0679,1
81.2683,28.7932,1
81.5264,28.6736,0
81.5282,28.4701,1
80.4484,28.7469,1
81.38,28.6324,1
81.6196,28.4276,1
84.4993,27.5307,0
85.7051,27.0377,0
82.1747,27.9227,1
80.8671,28.6448,0
84.1488,27.555,0
81.3461,28.5665,0
83.4833,27.7159,0
81.3944,28.7258,1
82.1298,28.352,0
80.2294,28.8222,0
82.1092,28.4487,1
86.1062,27.2299,0
81.9686,28.0532,0
80.3697,29.0994,1
80.64,28.9969,1
85.2578,27.1667,0
81.9695,28.2265,1
81.3206,28.5529,0
82.5432,27.9641,0
86.8681,26.807,0
81.655,28.4674,0
86.9635,26.7598,0
80.3686,29.1153,0
82.1126,28.0779,0
81.4816,28.5089,1
81.3559,28.5342,0
81.3345,28.4958,0
81.4705,28.9888,1
81.8693,28.2523,0
84.7782,28.2818,1
81.3471,28.5843,1
80.3879,29.1089,0
82.2759,28.7315,0
85.9545,26.9817,0
81.1221,28.7008,0
81.1592,28.9175,0
82.5325,27.9624,0
80.992,28.8373,0
81.9339,28.4931,0
84.4225,27.5537,0
81.7009,28.3391,0
81.8187,28.0278,0
80.7591,28.9981,1
82.0592,28.4382,0
81.8732,28.3582,0
81.8146,28.522,0
80.7278,28.674,0
87.6097,27.1318,0
81.8638,28.36,0
84.5459,27.4136,1
81.4851,28.5055,0
85.9378,27.1285,0
80.1619,28.911,0
84.9,27.2397,0
80.3224,28.8158,0
82.1218,28.0229,1
81.2987,28.6118,1
82.8064,27.8891,0
80.4883,28.7485,0
83.2205,27.7432,0
84.9208,27.2619,1
81.6727,28.4958,0
80.4819,29.1969,0
85.6574,27.25,1
80.8551,28.6629,0
81.6727,28.4958,0
81.5066,28.6781,0
81.4562,28.89,0
81.093,28.8558,1
81.6767,28.3267,0
80.8619,28.6444,0
82.1877,27.9388,0
86.6312,26.7455,1
83.906,27.5801,0
81.2667,28.5231,1
84.0486,27.5403,0
87.0361,26.8395,0
81.4675,28.8885,0
82.7565,27.8699,0
80.7039,28.9078,1
81.5701,28.5735,0
80.7155,28.6562,1
81.8584,28.3394,0
82.1576,27.8937,0
82.9123,27.8305,0
80.4224,28.7538,0
81.0885,28.847,0
82.0632,28.4821,0
80.312,29.0667,1
81.2721,28.85,1
80.8331,28.9637,0
85.3075,27.0913,1
82.2397,27.9135,0
81.4924,28.7306,1
81.8638,28.36,0
80.5121,28.9863,0
84.9094,27.2641,1
84.4658,27.5948,0
81.7009,28.3391,0
81.6181,28.3583,0
81.2612,28.5003,0
82.1747,27.9227,0
81.5568,28.5941,0
85.3145,27.1106,0
81.4781,28.3493,0
80.5637,29.0972,0
81.8742,28.1432,1
81.9667,28.2635,0
85.0577,27.2132,1
83.6653,27.6298,0
81.5339,28.3555,1
81.859,28.3596,0
82.2947,28.4001,1
86.0845,27.2591,0
81.9903,28.1794,0
81.2423,28.8539,1
81.5153,28.4662,0
81.7351,28.2601,0
82.718,27.7392,0
81.502,28.4696,0
82.3415,27.7722,0
83.936,27.5325,0
81.8866,28.1415,0
81.4253,28.4313,0
82.3355,27.8488,1
82.2382,28.4434,0
81.5206,28.48,1
81.3021,28.5334,1
83.9838,27.6245,0
80.7864,29.3074,0
81.7054,28.5259,0
82.1954,27.9318,0
82.1004,28.5039,0
87.5131,26.7267,0
82.4562,27.7954,0
81.1572,28.9295,1
82.2053,28.5946,0
84.1201,28.0651,1
81.7213,28.2999,0
81.875,28.413,0
81.364,28.7214,0
80.6857,29.4494,0
82.2059,28.2637,1
83.1836,28.0217,0
81.1635,29.1607,0
80.4282,29.1105,0
82.9091,28.0549,0
80.4541,29.3102,1
80.4141,29.1101,1
80.4315,28.7261,0
82.1814,28.0184,0
81.8555,28.1618,1
85.1102,27.1074,1
81.9588,28.0991,0
85.284,27.1881,1
81.7327,28.8059,0
81.6902,28.2956,1
81.3613,28.4627,0
80.8806,28.6277,1
85.9984,27.3575,1
80.7224,28.8257,1
82.4263,27.9417,0
81.5358,28.7005,0
82.568,27.8894,0
80.5032,29.0477,1
84.9046,27.2923,0
81.9209,27.9086,0
80.4913,29.1952,0
84.9933,27.2553,1
80.449,28.823,1
82.1612,28.4376,1
82.1091,28.3223,0
80.8534,28.9249,0
84.6187,28.1235,0
81.6902,28.2956,0
80.3401,28.7432,0
81.5308,28.4882,0
81.1592,28.9175,1
82.8548,27.8322,0
82.2407,28.3485,0
80.7284,28.9995,0
86.5969,26.8979,0
82.8737,27.9249,1
81.3764,28.7259,0
83.8367,27.5092,0
81.4687,28.9978,1
81.1623,29.0841,1
81.835,28.1497,1
85.2843,27.1803,1
80.5119,29.0477,1
81.4345,28.8914,1
81.3609,28.3796,0
86.0762,27.2524,0
82.8205,28.0045,0
80.2191,28.8327,0
81.7006,28.4784,0
82.6034,27.9358,0
81.6006,28.9098,0
82.1516,27.9344,1
82.8548,27.8322,0
86.1062,27.2299,1
80.7329,29.0702,0
81.0718,28.8909,0
81.8534,28.2796,0
80.1453,28.8541,0
87.0138,27.5522,0
81.28,28.566,0
81.0218,29.1394,1
81.4586,28.3872,0
81.6423,28.5402,1
82.4219,27.8075,1
83.9099,27.51,0
81.6921,28.2993,0
81.1681,28.9993,0
84.7027,27.2992,1
81.7673,28.2306,0
80.2141,29.1073,1
80.5517,28.9047,0
82.0849,28.4418,1
80.8576,28.6885,0
81.4747,28.3953,0
81.3548,28.4782,0
81.8189,28.1565,0
84.1154,27.5402,1
81.3437,28.5566,0
81.474,28.3685,0
81.8732,28.3611,1
81.5022,28.4917,1
81.3946,28.4495,0
80.5822,28.7254,1
81.5563,28.3228,0
84.037,27.5078,0
81.461,28.7282,0
81.84,28.114,1
82.4177,27.9662,0
81.3204,28.7531,0
84.4762,27.5614,0
80.7796,29.3127,0
82.1838,27.9319,0
80.5952,28.937,1
81.4385,28.4564,0
82.1689,28.0119,0
80.6887,29.056,0
85.3083,27.077,1
81.6663,28.3251,0
81.9802,27.9604,0
82.7838,27.9776,0
82.5866,28.7171,0
80.1499,28.8725,0
80.4789,29.0213,1
82.7988,28.0981,1
81.3036,28.7873,0
82.8853,28.0668,0
80.1753,28.8417,0
86.6413,27.234,1
81.2834,28.7972,1
81.7833,28.2225,0
81.2051,28.6013,0
84.825,27.2536,0
80.9826,28.8872,0
81.9802,27.9604,0
82.0698,28.4371,0
81.0645,28.9062,1
82.001,28.0928,0
82.1126,28.0779,1
81.3118,28.825,1
80.1677,28.8839,0
84.859,27.2782,0
80.5044,28.7182,1
81.4416,28.8957,0
85.3006,27.1256,0
86.8115,26.744,0
82.4927,28.2499,0
82.1674,27.9531,0
81.1974,28.9743,0
80.3879,29.1089,1
81.9458,28.179,0
81.2423,28.8539,0
81.5432,28.3801,0
81.3906,28.4143,0
81.475,28.3854,0
80.6955,29.0682,0
85.0247,27.1728,1
85.731,27.0217,0
81.5761,28.4446,0
82.3381,27.8114,0
81.9481,27.919,0
80.58,28.8579,0
86.8191,26.681,0
84.5191,27.5328,0
87.7648,27.4686,0
85.6893,27.0334,0
86.0189,27.0422,0
81.53,28.3177,0
81.8723,28.1337,1
81.2706,28.527,0
81.5136,28.4758,0
87.9636,26.4961,1
80.61,29.0898,0
80.5661,28.9566,1
81.6905,28.3963,0
81.9655,28.2674,0
81.208,28.9848,1
80.6301,29.1238,0
85.6657,27.0719,0
81.8753,28.2259,0
82.734,27.6943,0
84.7039,27.8323,1
80.2004,29.0586,0
81.4687,28.9978,0
81.4727,28.8807,0
82.5406,27.9017,0
80.4732,29.1873,0
81.2776,28.5389,0
81.9759,28.1054,0
81.0007,28.9412,0
83.9045,27.6218,1
80.6887,29.056,1
81.1858,29.0015,0
80.1721,28.8596,0
81.7093,28.2948,0
80.3762,29.0233,0
87.8411,27.53,0
81.8138,28.3304,0
82.2035,28.6035,1
82.4867,28.2402,0
81.5061,28.4686,0
80.7767,28.6399,0
81.2907,28.5943,0
81.5363,28.3605,1
81.093,28.8558,0
82.5389,27.9374,0
82.6581,28.3111,0
82.6858,27.7255,1
81.5392,28.4691,0
84.0486,27.5403,0
80.5248,29.0499,0
81.4338,28.8918,0
81.9702,28.3008,0
85.635,27.3076,1
82.2909,27.8419,1
82.1953,28.3157,0
82.0672,28.5397,0
81.6777,28.2968,0
81.2684,28.8563,1
81.3437,28.5556,1
82.7302,27.6832,1
80.5038,29.0235,0
82.1689,28.0119,1
81.4743,28.521,1
81.2715,28.5231,0
82.5174,27.9333,1
81.9481,27.919,0
81.7944,28.2364,0
82.2329,27.9731,1
80.3013,29.1129,0
85.1486,27.1532,0
87.4803,26.6693,1
81.4523,28.32,1
81.5457,28.4087,0
83.1891,27.7364,0
82.1612,28.4376,0
80.402,29.0893,1
82.1155,28.5083,1
80.1658,28.8502,1
80.9898,28.9031,0
85.2826,27.1647,0
80.2141,29.1073,0
81.7458,28.2557,1
80.6219,29.0616,0
85.8433,27.2288,0
80.6915,29.0498,1
82.9222,28.0039,0
82.0704,28.416,0
82.5843,27.7616,0
82.2407,28.3485,0
81.9481,28.3271,1
80.7818,28.6337,0
82.685,27.9205,1
87.7839,27.3934,1
81.7702,28.4453,1
80.3832,29.0019,0
81.8086,28.6436,0
80.6393,28.9917,0
81.7771,28.253,0
81.6196,28.4276,0
80.1852,28.8986,1
85.7724,27.1559,1
81.4877,28.6948,1
82.5432,27.9641,0
81.2522,28.505,0
82.0111,28.0722,0
81.4539,28.4161,1
81.2035,28.8862,0
80.4602,29.1919,0
81.1771,29.1101,1
81.1202,28.8546,0
80.8495,28.6367,1
80.9705,28.9756,0
81.7688,28.2637,1
81.1269,29.1414,0
82.2397,27.9135,0
81.0703,28.9604,0
81.8723,28.1337,0
81.5139,28.4831,1
84.2805,27.7073,0
80.6467,28.6833,0
82.0916,28.069,0
82.319,27.9627,1
82.1126,28.0779,0
81.3548,28.4782,0
81.9931,28.2176,0
82.6394,27.9252,0
80.3552,29.1969,1
80.6565,28.9789,0
81.9736,28.0734,0
80.2701,29.0188,0
80.7163,29.0361,0
80.8231,28.5775,1
85.7048,27.0305,0
81.4443,28.4204,0
80.5455,28.9536,0
86.6837,26.7619,0
87.7017,27.4238,0
81.3551,28.6915,1
81.7545,29.7245,0
82.8729,28.0129,0
81.9387,28.1066,0
82.2397,27.9135,0
81.7666,28.5113,0
80.513,28.9597,1
83.0885,27.7223,1
80.4003,29.0103,0
80.3697,29.0994,0
81.9702,28.3008,0
82.2076,28.0105,1
82.5924,27.7615,0
84.5042,27.5312,0
80.4281,29.0157,0
81.5427,28.4776,0
81.3874,28.7717,0
80.4052,29.0079,0
86.8051,27.008,1
80.4969,29.1811,0
81.076,28.4376,0
83.4833,27.7159,0
80.3,29.229,0
81.9374,28.1142,1
81.9458,28.179,0
81.3135,28.8161,0
80.1411,28.8967,1
80.4052,29.0079,0
84.5371,27.4028,0
81.0155,28.789,1
82.4867,28.2402,0
81.6801,28.3359,1
81.2673,28.5022,0
80.8634,28.6298,0
82.2978,28.3003,0
82.4946,27.9434,0
